*COMPTUB00000000*,
*COMPTUB00000001*,
*COMPTUB00000002*,
*COMPTUB00000003*,
*COMPTUB00000004*,
*COMPTUB00000005*,
*COMPTUB00000006*,
*COMPTUB00000007*,
*COMPTUB00000008*,
*COMPTUB00000009*,
*COMPTUB00000010*,
*COMPTUB00000011*,
*COMPTUB00000012*,
*COMPTUB00000013*,
*COMPTUB00000014*,
*COMPTUB00000015*,
*COMPTUB00000016*,
*COMPTUB00000017*,
*COMPTUB00000018*,
*COMPTUB00000019*,
*COMPTUB00000020*,
*COMPTUB00000021*,
*COMPTUB00000022*,
*COMPTUB00000023*,
*COMPTUB00000024*,
*COMPTUB00000025*,
*COMPTUB00000026*,
*COMPTUB00000027*,
*COMPTUB00000028*,
*COMPTUB00000029*,
*COMPTUB00000030*,
*COMPTUB00000031*,
*COMPTUB00000032*,
*COMPTUB00000033*,
*COMPTUB00000034*,
*COMPTUB00000035*,
*COMPTUB00000036*,
*COMPTUB00000037*,
*COMPTUB00000038*,
*COMPTUB00000039*,
*COMPTUB00000040*,
*COMPTUB00000041*,
*COMPTUB00000042*,
*COMPTUB00000043*,
*COMPTUB00000044*,
*COMPTUB00000045*,
*COMPTUB00000046*,
*COMPTUB00000047*,
*COMPTUB00000048*,
*COMPTUB00000049*,
*COMPTUB00000050*,
*COMPTUB00000051*,
*COMPTUB00000052*,
*COMPTUB00000053*,
*COMPTUB00000054*,
*COMPTUB00000055*,
*COMPTUB00000056*,
*COMPTUB00000057*,
*COMPTUB00000058*,
*COMPTUB00000059*,
*COMPTUB00000060*,
*COMPTUB00000061*,
*COMPTUB00000062*,
*COMPTUB00000063*,
*COMPTUB00000064*,
*COMPTUB00000065*,
*COMPTUB00000066*,
*COMPTUB00000067*,
*COMPTUB00000068*,
*COMPTUB00000069*,
*COMPTUB00000070*,
*COMPTUB00000071*,
*COMPTUB00000072*,
*COMPTUB00000073*,
*COMPTUB00000074*,
*COMPTUB00000075*,
*COMPTUB00000076*,
*COMPTUB00000077*,
*COMPTUB00000078*,
*COMPTUB00000079*,
*COMPTUB00000080*,
*COMPTUB00000081*,
*COMPTUB00000082*,
*COMPTUB00000083*,
*COMPTUB00000084*,
*COMPTUB00000085*,
*COMPTUB00000086*,
*COMPTUB00000087*,
*COMPTUB00000088*,
*COMPTUB00000089*,
*COMPTUB00000090*,
*COMPTUB00000091*,
*COMPTUB00000092*,
*COMPTUB00000093*,
*COMPTUB00000094*,
*COMPTUB00000095*,
*COMPTUB00000096*,
*COMPTUB00000097*,
*COMPTUB00000098*,
*COMPTUB00000099*,
*COMPTUB00000100*,
*COMPTUB00000101*,
*COMPTUB00000102*,
*COMPTUB00000103*,
*COMPTUB00000104*,
*COMPTUB00000105*,
*COMPTUB00000106*,
*COMPTUB00000107*,
*COMPTUB00000108*,
*COMPTUB00000109*,
*COMPTUB00000110*,
*COMPTUB00000111*,
*COMPTUB00000112*,
*COMPTUB00000113*,
*COMPTUB00000114*,
*COMPTUB00000115*,
*COMPTUB00000116*,
*COMPTUB00000117*,
*COMPTUB00000118*,
*COMPTUB00000119*,
*COMPTUB00000120*,
*COMPTUB00000121*,
*COMPTUB00000122*,
*COMPTUB00000123*,
*COMPTUB00000124*,
*COMPTUB00000125*,
*COMPTUB00000126*,
*COMPTUB00000127*,
*COMPTUB00000128*,
*COMPTUB00000129*,
*COMPTUB00000130*,
*COMPTUB00000131*,
*COMPTUB00000132*,
*COMPTUB00000133*,
*COMPTUB00000134*,
*COMPTUB00000135*,
*COMPTUB00000136*,
*COMPTUB00000137*,
*COMPTUB00000138*,
*COMPTUB00000139*,
*COMPTUB00000140*,
*COMPTUB00000141*,
*COMPTUB00000142*,
*COMPTUB00000143*,
*COMPTUB00000144*,
*COMPTUB00000145*,
*COMPTUB00000146*,
*COMPTUB00000147*,
*COMPTUB00000148*,
*COMPTUB00000149*,
*COMPTUB00000150*,
*COMPTUB00000151*,
*COMPTUB00000152*,
*COMPTUB00000153*,
*COMPTUB00000154*,
*COMPTUB00000155*,
*COMPTUB00000156*,
*COMPTUB00000157*,
*COMPTUB00000158*,
*COMPTUB00000159*,
*COMPTUB00000160*,
*COMPTUB00000161*,
*COMPTUB00000162*,
*COMPTUB00000163*,
*COMPTUB00000164*,
*COMPTUB00000165*,
*COMPTUB00000166*,
*COMPTUB00000167*,
*COMPTUB00000168*,
*COMPTUB00000169*,
*COMPTUB00000170*,
*COMPTUB00000171*,
*COMPTUB00000172*,
*COMPTUB00000173*,
*COMPTUB00000174*,
*COMPTUB00000175*,
*COMPTUB00000176*,
*COMPTUB00000177*,
*COMPTUB00000178*,
*COMPTUB00000179*,
*COMPTUB00000180*,
*COMPTUB00000181*,
*COMPTUB00000182*,
*COMPTUB00000183*,
*COMPTUB00000184*,
*COMPTUB00000185*,
*COMPTUB00000186*,
*COMPTUB00000187*,
*COMPTUB00000188*,
*COMPTUB00000189*,
*COMPTUB00000190*,
*COMPTUB00000191*,
*COMPTUB00000192*,
*COMPTUB00000193*,
*COMPTUB00000194*,
*COMPTUB00000195*,
*COMPTUB00000196*,
*COMPTUB00000197*,
*COMPTUB00000198*,
*COMPTUB00000199*,
*COMPTUB00000200*,
*COMPTUB00000201*,
*COMPTUB00000202*,
*COMPTUB00000203*,
*COMPTUB00000204*,
*COMPTUB00000205*,
*COMPTUB00000206*,
*COMPTUB00000207*,
*COMPTUB00000208*,
*COMPTUB00000209*,
*COMPTUB00000210*,
*COMPTUB00000211*,
*COMPTUB00000212*,
*COMPTUB00000213*,
*COMPTUB00000214*,
*COMPTUB00000215*,
*COMPTUB00000216*,
*COMPTUB00000217*,
*COMPTUB00000218*,
*COMPTUB00000219*,
*COMPTUB00000220*,
*COMPTUB00000221*,
*COMPTUB00000222*,
*COMPTUB00000223*,
*COMPTUB00000224*,
*COMPTUB00000225*,
*COMPTUB00000226*,
*COMPTUB00000227*,
*COMPTUB00000228*,
*COMPTUB00000229*,
*COMPTUB00000230*,
*COMPTUB00000231*,
*COMPTUB00000232*,
*COMPTUB00000233*,
*COMPTUB00000234*,
*COMPTUB00000235*,
*COMPTUB00000236*,
*COMPTUB00000237*,
*COMPTUB00000238*,
*COMPTUB00000239*,
*COMPTUB00000240*,
*COMPTUB00000241*,
*COMPTUB00000242*,
*COMPTUB00000243*,
*COMPTUB00000244*,
*COMPTUB00000245*,
*COMPTUB00000246*,
*COMPTUB00000247*,
*COMPTUB00000248*,
*COMPTUB00000249*,
*COMPTUB00000250*,
*COMPTUB00000251*,
*COMPTUB00000252*,
*COMPTUB00000253*,
*COMPTUB00000254*,
*COMPTUB00000255*,
*COMPTUB00000256*,
*COMPTUB00000257*,
*COMPTUB00000258*,
*COMPTUB00000259*,
*COMPTUB00000260*,
*COMPTUB00000261*,
*COMPTUB00000262*,
*COMPTUB00000263*,
*COMPTUB00000264*,
*COMPTUB00000265*,
*COMPTUB00000266*,
*COMPTUB00000267*,
*COMPTUB00000268*,
*COMPTUB00000269*,
*COMPTUB00000270*,
*COMPTUB00000271*,
*COMPTUB00000272*,
*COMPTUB00000273*,
*COMPTUB00000274*,
*COMPTUB00000275*,
*COMPTUB00000276*,
*COMPTUB00000277*,
*COMPTUB00000278*,
*COMPTUB00000279*,
*COMPTUB00000280*,
*COMPTUB00000281*,
*COMPTUB00000282*,
*COMPTUB00000283*,
*COMPTUB00000284*,
*COMPTUB00000285*,
*COMPTUB00000286*,
*COMPTUB00000287*,
*COMPTUB00000288*,
*COMPTUB00000289*,
*COMPTUB00000290*,
*COMPTUB00000291*,
*COMPTUB00000292*,
*COMPTUB00000293*,
*COMPTUB00000294*,
*COMPTUB00000295*,
*COMPTUB00000296*,
*COMPTUB00000297*,
*COMPTUB00000298*,
*COMPTUB00000299*,
*COMPTUB00000300*,
*COMPTUB00000301*,
*COMPTUB00000302*,
*COMPTUB00000303*,
*COMPTUB00000304*,
*COMPTUB00000305*,
*COMPTUB00000306*,
*COMPTUB00000307*,
*COMPTUB00000308*,
*COMPTUB00000309*,
*COMPTUB00000310*,
*COMPTUB00000311*,
*COMPTUB00000312*,
*COMPTUB00000313*,
*COMPTUB00000314*,
*COMPTUB00000315*,
*COMPTUB00000316*,
*COMPTUB00000317*,
*COMPTUB00000318*,
*COMPTUB00000319*,
*COMPTUB00000320*,
*COMPTUB00000321*,
*COMPTUB00000322*,
*COMPTUB00000323*,
*COMPTUB00000324*,
*COMPTUB00000325*,
*COMPTUB00000326*,
*COMPTUB00000327*,
*COMPTUB00000328*,
*COMPTUB00000329*,
*COMPTUB00000330*,
*COMPTUB00000331*,
*COMPTUB00000332*,
*COMPTUB00000333*,
*COMPTUB00000334*,
*COMPTUB00000335*,
*COMPTUB00000336*,
*COMPTUB00000337*,
*COMPTUB00000338*,
*COMPTUB00000339*,
*COMPTUB00000340*,
*COMPTUB00000341*,
*COMPTUB00000342*,
*COMPTUB00000343*,
*COMPTUB00000344*,
*COMPTUB00000345*,
*COMPTUB00000346*,
*COMPTUB00000347*,
*COMPTUB00000348*,
*COMPTUB00000349*,
*COMPTUB00000350*,
*COMPTUB00000351*,
*COMPTUB00000352*,
*COMPTUB00000353*,
*COMPTUB00000354*,
*COMPTUB00000355*,
*COMPTUB00000356*,
*COMPTUB00000357*,
*COMPTUB00000358*,
*COMPTUB00000359*,
*COMPTUB00000360*,
*COMPTUB00000361*,
*COMPTUB00000362*,
*COMPTUB00000363*,
*COMPTUB00000364*,
*COMPTUB00000365*,
*COMPTUB00000366*,
*COMPTUB00000367*,
*COMPTUB00000368*,
*COMPTUB00000369*,
*COMPTUB00000370*,
*COMPTUB00000371*,
*COMPTUB00000372*,
*COMPTUB00000373*,
*COMPTUB00000374*,
*COMPTUB00000375*,
*COMPTUB00000376*,
*COMPTUB00000377*,
*COMPTUB00000378*,
*COMPTUB00000379*,
*COMPTUB00000380*,
*COMPTUB00000381*,
*COMPTUB00000382*,
*COMPTUB00000383*,
*COMPTUB00000384*,
*COMPTUB00000385*,
*COMPTUB00000386*,
*COMPTUB00000387*,
*COMPTUB00000388*,
*COMPTUB00000389*,
*COMPTUB00000390*,
*COMPTUB00000391*,
*COMPTUB00000392*,
*COMPTUB00000393*,
*COMPTUB00000394*,
*COMPTUB00000395*,
*COMPTUB00000396*,
*COMPTUB00000397*,
*COMPTUB00000398*,
*COMPTUB00000399*,
*COMPTUB00000400*,
*COMPTUB00000401*,
*COMPTUB00000402*,
*COMPTUB00000403*,
*COMPTUB00000404*,
*COMPTUB00000405*,
*COMPTUB00000406*,
*COMPTUB00000407*,
*COMPTUB00000408*,
*COMPTUB00000409*,
*COMPTUB00000410*,
*COMPTUB00000411*,
*COMPTUB00000412*,
*COMPTUB00000413*,
*COMPTUB00000414*,
*COMPTUB00000415*,
*COMPTUB00000416*,
*COMPTUB00000417*,
*COMPTUB00000418*,
*COMPTUB00000419*,
*COMPTUB00000420*,
*COMPTUB00000421*,
*COMPTUB00000422*,
*COMPTUB00000423*,
*COMPTUB00000424*,
*COMPTUB00000425*,
*COMPTUB00000426*,
*COMPTUB00000427*,
*COMPTUB00000428*,
*COMPTUB00000429*,
*COMPTUB00000430*,
*COMPTUB00000431*,
*COMPTUB00000432*,
*COMPTUB00000433*,
*COMPTUB00000434*,
*COMPTUB00000435*,
*COMPTUB00000436*,
*COMPTUB00000437*,
*COMPTUB00000438*,
*COMPTUB00000439*,
*COMPTUB00000440*,
*COMPTUB00000441*,
*COMPTUB00000442*,
*COMPTUB00000443*,
*COMPTUB00000444*,
*COMPTUB00000445*,
*COMPTUB00000446*,
*COMPTUB00000447*,
*COMPTUB00000448*,
*COMPTUB00000449*,
*COMPTUB00000450*,
*COMPTUB00000451*,
*COMPTUB00000452*,
*COMPTUB00000453*,
*COMPTUB00000454*,
*COMPTUB00000455*,
*COMPTUB00000456*,
*COMPTUB00000457*,
*COMPTUB00000458*,
*COMPTUB00000459*,
*COMPTUB00000460*,
*COMPTUB00000461*,
*COMPTUB00000462*,
*COMPTUB00000463*,
*COMPTUB00000464*,
*COMPTUB00000465*,
*COMPTUB00000466*,
*COMPTUB00000467*,
*COMPTUB00000468*,
*COMPTUB00000469*,
*COMPTUB00000470*,
*COMPTUB00000471*,
*COMPTUB00000472*,
*COMPTUB00000473*,
*COMPTUB00000474*,
*COMPTUB00000475*,
*COMPTUB00000476*,
*COMPTUB00000477*,
*COMPTUB00000478*,
*COMPTUB00000479*,
*COMPTUB00000480*,
*COMPTUB00000481*,
*COMPTUB00000482*,
*COMPTUB00000483*,
*COMPTUB00000484*,
*COMPTUB00000485*,
*COMPTUB00000486*,
*COMPTUB00000487*,
*COMPTUB00000488*,
*COMPTUB00000489*,
*COMPTUB00000490*,
*COMPTUB00000491*,
*COMPTUB00000492*,
*COMPTUB00000493*,
*COMPTUB00000494*,
*COMPTUB00000495*,
*COMPTUB00000496*,
*COMPTUB00000497*,
*COMPTUB00000498*,
*COMPTUB00000499*,
*COMPTUB00000500*,
*COMPTUB00000501*,
*COMPTUB00000502*,
*COMPTUB00000503*,
*COMPTUB00000504*,
*COMPTUB00000505*,
*COMPTUB00000506*,
*COMPTUB00000507*,
*COMPTUB00000508*,
*COMPTUB00000509*,
*COMPTUB00000510*,
*COMPTUB00000511*,
*COMPTUB00000512*,
*COMPTUB00000513*,
*COMPTUB00000514*,
*COMPTUB00000515*,
*COMPTUB00000516*,
*COMPTUB00000517*,
*COMPTUB00000518*,
*COMPTUB00000519*,
*COMPTUB00000520*,
*COMPTUB00000521*,
*COMPTUB00000522*,
*COMPTUB00000523*,
*COMPTUB00000524*,
*COMPTUB00000525*,
*COMPTUB00000526*,
*COMPTUB00000527*,
*COMPTUB00000528*,
*COMPTUB00000529*,
*COMPTUB00000530*,
*COMPTUB00000531*,
*COMPTUB00000532*,
*COMPTUB00000533*,
*COMPTUB00000534*,
*COMPTUB00000535*,
*COMPTUB00000536*,
*COMPTUB00000537*,
*COMPTUB00000538*,
*COMPTUB00000539*,
*COMPTUB00000540*,
*COMPTUB00000541*,
*COMPTUB00000542*,
*COMPTUB00000543*,
*COMPTUB00000544*,
*COMPTUB00000545*,
*COMPTUB00000546*,
*COMPTUB00000547*,
*COMPTUB00000548*,
*COMPTUB00000549*,
*COMPTUB00000550*,
*COMPTUB00000551*,
*COMPTUB00000552*,
*COMPTUB00000553*,
*COMPTUB00000554*,
*COMPTUB00000555*,
*COMPTUB00000556*,
*COMPTUB00000557*,
*COMPTUB00000558*,
*COMPTUB00000559*,
*COMPTUB00000560*,
*COMPTUB00000561*,
*COMPTUB00000562*,
*COMPTUB00000563*,
*COMPTUB00000564*,
*COMPTUB00000565*,
*COMPTUB00000566*,
*COMPTUB00000567*,
*COMPTUB00000568*,
*COMPTUB00000569*,
*COMPTUB00000570*,
*COMPTUB00000571*,
*COMPTUB00000572*,
*COMPTUB00000573*,
*COMPTUB00000574*,
*COMPTUB00000575*,
*COMPTUB00000576*,
*COMPTUB00000577*,
*COMPTUB00000578*,
*COMPTUB00000579*,
*COMPTUB00000580*,
*COMPTUB00000581*,
*COMPTUB00000582*,
*COMPTUB00000583*,
*COMPTUB00000584*,
*COMPTUB00000585*,
*COMPTUB00000586*,
*COMPTUB00000587*,
*COMPTUB00000588*,
*COMPTUB00000589*,
*COMPTUB00000590*,
*COMPTUB00000591*,
*COMPTUB00000592*,
*COMPTUB00000593*,
*COMPTUB00000594*,
*COMPTUB00000595*,
*COMPTUB00000596*,
*COMPTUB00000597*,
*COMPTUB00000598*,
*COMPTUB00000599*,
*COMPTUB00000600*,
*COMPTUB00000601*,
*COMPTUB00000602*,
*COMPTUB00000603*,
*COMPTUB00000604*,
*COMPTUB00000605*,
*COMPTUB00000606*,
*COMPTUB00000607*,
*COMPTUB00000608*,
*COMPTUB00000609*,
*COMPTUB00000610*,
*COMPTUB00000611*,
*COMPTUB00000612*,
*COMPTUB00000613*,
*COMPTUB00000614*,
*COMPTUB00000615*,
*COMPTUB00000616*,
*COMPTUB00000617*,
*COMPTUB00000618*,
*COMPTUB00000619*,
*COMPTUB00000620*,
*COMPTUB00000621*,
*COMPTUB00000622*,
*COMPTUB00000623*,
*COMPTUB00000624*,
*COMPTUB00000625*,
*COMPTUB00000626*,
*COMPTUB00000627*,
*COMPTUB00000628*,
*COMPTUB00000629*,
*COMPTUB00000630*,
*COMPTUB00000631*,
*COMPTUB00000632*,
*COMPTUB00000633*,
*COMPTUB00000634*,
*COMPTUB00000635*,
*COMPTUB00000636*,
*COMPTUB00000637*,
*COMPTUB00000638*,
*COMPTUB00000639*,
*COMPTUB00000640*,
*COMPTUB00000641*,
*COMPTUB00000642*,
*COMPTUB00000643*,
*COMPTUB00000644*,
*COMPTUB00000645*,
*COMPTUB00000646*,
*COMPTUB00000647*,
*COMPTUB00000648*,
*COMPTUB00000649*,
*COMPTUB00000650*,
*COMPTUB00000651*,
*COMPTUB00000652*,
*COMPTUB00000653*,
*COMPTUB00000654*,
*COMPTUB00000655*,
*COMPTUB00000656*,
*COMPTUB00000657*,
*COMPTUB00000658*,
*COMPTUB00000659*,
*COMPTUB00000660*,
*COMPTUB00000661*,
*COMPTUB00000662*,
*COMPTUB00000663*,
*COMPTUB00000664*,
*COMPTUB00000665*,
*COMPTUB00000666*,
*COMPTUB00000667*,
*COMPTUB00000668*,
*COMPTUB00000669*,
*COMPTUB00000670*,
*COMPTUB00000671*,
*COMPTUB00000672*,
*COMPTUB00000673*,
*COMPTUB00000674*,
*COMPTUB00000675*,
*COMPTUB00000676*,
*COMPTUB00000677*,
*COMPTUB00000678*,
*COMPTUB00000679*,
*COMPTUB00000680*,
*COMPTUB00000681*,
*COMPTUB00000682*,
*COMPTUB00000683*,
*COMPTUB00000684*,
*COMPTUB00000685*,
*COMPTUB00000686*,
*COMPTUB00000687*,
*COMPTUB00000688*,
*COMPTUB00000689*,
*COMPTUB00000690*,
*COMPTUB00000691*,
*COMPTUB00000692*,
*COMPTUB00000693*,
*COMPTUB00000694*,
*COMPTUB00000695*,
*COMPTUB00000696*,
*COMPTUB00000697*,
*COMPTUB00000698*,
*COMPTUB00000699*,
*COMPTUB00000700*,
*COMPTUB00000701*,
*COMPTUB00000702*,
*COMPTUB00000703*,
*COMPTUB00000704*,
*COMPTUB00000705*,
*COMPTUB00000706*,
*COMPTUB00000707*,
*COMPTUB00000708*,
*COMPTUB00000709*,
*COMPTUB00000710*,
*COMPTUB00000711*,
*COMPTUB00000712*,
*COMPTUB00000713*,
*COMPTUB00000714*,
*COMPTUB00000715*,
*COMPTUB00000716*,
*COMPTUB00000717*,
*COMPTUB00000718*,
*COMPTUB00000719*,
*COMPTUB00000720*,
*COMPTUB00000721*,
*COMPTUB00000722*,
*COMPTUB00000723*,
*COMPTUB00000724*,
*COMPTUB00000725*,
*COMPTUB00000726*,
*COMPTUB00000727*,
*COMPTUB00000728*,
*COMPTUB00000729*,
*COMPTUB00000730*,
*COMPTUB00000731*,
*COMPTUB00000732*,
*COMPTUB00000733*,
*COMPTUB00000734*,
*COMPTUB00000735*,
*COMPTUB00000736*,
*COMPTUB00000737*,
*COMPTUB00000738*,
*COMPTUB00000739*,
*COMPTUB00000740*,
*COMPTUB00000741*,
*COMPTUB00000742*,
*COMPTUB00000743*,
*COMPTUB00000744*,
*COMPTUB00000745*,
*COMPTUB00000746*,
*COMPTUB00000747*,
*COMPTUB00000748*,
*COMPTUB00000749*,
*COMPTUB00000750*,
*COMPTUB00000751*,
*COMPTUB00000752*,
*COMPTUB00000753*,
*COMPTUB00000754*,
*COMPTUB00000755*,
*COMPTUB00000756*,
*COMPTUB00000757*,
*COMPTUB00000758*,
*COMPTUB00000759*,
*COMPTUB00000760*,
*COMPTUB00000761*,
*COMPTUB00000762*,
*COMPTUB00000763*,
*COMPTUB00000764*,
*COMPTUB00000765*,
*COMPTUB00000766*,
*COMPTUB00000767*,
*COMPTUB00000768*,
*COMPTUB00000769*,
*COMPTUB00000770*,
*COMPTUB00000771*,
*COMPTUB00000772*,
*COMPTUB00000773*,
*COMPTUB00000774*,
*COMPTUB00000775*,
*COMPTUB00000776*,
*COMPTUB00000777*,
*COMPTUB00000778*,
*COMPTUB00000779*,
*COMPTUB00000780*,
*COMPTUB00000781*,
*COMPTUB00000782*,
*COMPTUB00000783*,
*COMPTUB00000784*,
*COMPTUB00000785*,
*COMPTUB00000786*,
*COMPTUB00000787*,
*COMPTUB00000788*,
*COMPTUB00000789*,
*COMPTUB00000790*,
*COMPTUB00000791*,
*COMPTUB00000792*,
*COMPTUB00000793*,
*COMPTUB00000794*,
*COMPTUB00000795*,
*COMPTUB00000796*,
*COMPTUB00000797*,
*COMPTUB00000798*,
*COMPTUB00000799*,
*COMPTUB00000800*,
*COMPTUB00000801*,
*COMPTUB00000802*,
*COMPTUB00000803*,
*COMPTUB00000804*,
*COMPTUB00000805*,
*COMPTUB00000806*,
*COMPTUB00000807*,
*COMPTUB00000808*,
*COMPTUB00000809*,
*COMPTUB00000810*,
*COMPTUB00000811*,
*COMPTUB00000812*,
*COMPTUB00000813*,
*COMPTUB00000814*,
*COMPTUB00000815*,
*COMPTUB00000816*,
*COMPTUB00000817*,
*COMPTUB00000818*,
*COMPTUB00000819*,
*COMPTUB00000820*,
*COMPTUB00000821*,
*COMPTUB00000822*,
*COMPTUB00000823*,
*COMPTUB00000824*,
*COMPTUB00000825*,
*COMPTUB00000826*,
*COMPTUB00000827*,
*COMPTUB00000828*,
*COMPTUB00000829*,
*COMPTUB00000830*,
*COMPTUB00000831*,
*COMPTUB00000832*,
*COMPTUB00000833*,
*COMPTUB00000834*,
*COMPTUB00000835*,
*COMPTUB00000836*,
*COMPTUB00000837*,
*COMPTUB00000838*,
*COMPTUB00000839*,
*COMPTUB00000840*,
*COMPTUB00000841*,
*COMPTUB00000842*,
*COMPTUB00000843*,
*COMPTUB00000844*,
*COMPTUB00000845*,
*COMPTUB00000846*,
*COMPTUB00000847*,
*COMPTUB00000848*,
*COMPTUB00000849*,
*COMPTUB00000850*,
*COMPTUB00000851*,
*COMPTUB00000852*,
*COMPTUB00000853*,
*COMPTUB00000854*,
*COMPTUB00000855*,
*COMPTUB00000856*,
*COMPTUB00000857*,
*COMPTUB00000858*,
*COMPTUB00000859*,
*COMPTUB00000860*,
*COMPTUB00000861*,
*COMPTUB00000862*,
*COMPTUB00000863*,
*COMPTUB00000864*,
*COMPTUB00000865*,
*COMPTUB00000866*,
*COMPTUB00000867*,
*COMPTUB00000868*,
*COMPTUB00000869*,
*COMPTUB00000870*,
*COMPTUB00000871*,
*COMPTUB00000872*,
*COMPTUB00000873*,
*COMPTUB00000874*,
*COMPTUB00000875*,
*COMPTUB00000876*,
*COMPTUB00000877*,
*COMPTUB00000878*,
*COMPTUB00000879*,
*COMPTUB00000880*,
*COMPTUB00000881*,
*COMPTUB00000882*,
*COMPTUB00000883*,
*COMPTUB00000884*,
*COMPTUB00000885*,
*COMPTUB00000886*,
*COMPTUB00000887*,
*COMPTUB00000888*,
*COMPTUB00000889*,
*COMPTUB00000890*,
*COMPTUB00000891*,
*COMPTUB00000892*,
*COMPTUB00000893*,
*COMPTUB00000894*,
*COMPTUB00000895*,
*COMPTUB00000896*,
*COMPTUB00000897*,
*COMPTUB00000898*,
*COMPTUB00000899*,
*COMPTUB00000900*,
*COMPTUB00000901*,
*COMPTUB00000902*,
*COMPTUB00000903*,
*COMPTUB00000904*,
*COMPTUB00000905*,
*COMPTUB00000906*,
*COMPTUB00000907*,
*COMPTUB00000908*,
*COMPTUB00000909*,
*COMPTUB00000910*,
*COMPTUB00000911*,
*COMPTUB00000912*,
*COMPTUB00000913*,
*COMPTUB00000914*,
*COMPTUB00000915*,
*COMPTUB00000916*,
*COMPTUB00000917*,
*COMPTUB00000918*,
*COMPTUB00000919*,
*COMPTUB00000920*,
*COMPTUB00000921*,
*COMPTUB00000922*,
*COMPTUB00000923*,
*COMPTUB00000924*,
*COMPTUB00000925*,
*COMPTUB00000926*,
*COMPTUB00000927*,
*COMPTUB00000928*,
*COMPTUB00000929*,
*COMPTUB00000930*,
*COMPTUB00000931*,
*COMPTUB00000932*,
*COMPTUB00000933*,
*COMPTUB00000934*,
*COMPTUB00000935*,
*COMPTUB00000936*,
*COMPTUB00000937*,
*COMPTUB00000938*,
*COMPTUB00000939*,
*COMPTUB00000940*,
*COMPTUB00000941*,
*COMPTUB00000942*,
*COMPTUB00000943*,
*COMPTUB00000944*,
*COMPTUB00000945*,
*COMPTUB00000946*,
*COMPTUB00000947*,
*COMPTUB00000948*,
*COMPTUB00000949*,
*COMPTUB00000950*,
*COMPTUB00000951*,
*COMPTUB00000952*,
*COMPTUB00000953*,
*COMPTUB00000954*,
*COMPTUB00000955*,
*COMPTUB00000956*,
*COMPTUB00000957*,
*COMPTUB00000958*,
*COMPTUB00000959*,
*COMPTUB00000960*,
*COMPTUB00000961*,
*COMPTUB00000962*,
*COMPTUB00000963*,
*COMPTUB00000964*,
*COMPTUB00000965*,
*COMPTUB00000966*,
*COMPTUB00000967*,
*COMPTUB00000968*,
*COMPTUB00000969*,
*COMPTUB00000970*,
*COMPTUB00000971*,
*COMPTUB00000972*,
*COMPTUB00000973*,
*COMPTUB00000974*,
*COMPTUB00000975*,
*COMPTUB00000976*,
*COMPTUB00000977*,
*COMPTUB00000978*,
*COMPTUB00000979*,
*COMPTUB00000980*,
*COMPTUB00000981*,
*COMPTUB00000982*,
*COMPTUB00000983*,
*COMPTUB00000984*,
*COMPTUB00000985*,
*COMPTUB00000986*,
*COMPTUB00000987*,
*COMPTUB00000988*,
*COMPTUB00000989*,
*COMPTUB00000990*,
*COMPTUB00000991*,
*COMPTUB00000992*,
*COMPTUB00000993*,
*COMPTUB00000994*,
*COMPTUB00000995*,
*COMPTUB00000996*,
*COMPTUB00000997*,
*COMPTUB00000998*,
